,growth_factor_fmp,inflation_factor_fmp,real_rates_factor_fmp,credit_factor_fmp,currency_factor_fmp,liquidity_factor_fmp,tail_risk_factor_fmp,growth,inflation,real_rates,credit,currency,liquidity,tail_risk
1984-07-31,0.054980393,1.278818475,-2.108824441,3.937924838,3.728190043,1.954603837,-3.889653502,-0.655635907,-0.512363898,-2.180980723,2.051794324,6.720186368,-1.013027151,0.595541692
1984-08-31,1.45719851,0.195230314,-0.852638629,-1.827815758,-2.251695108,-8.067883119,-1.20657612,-1.006257022,-0.796765675,0.397073332,0.791740092,-1.420165132,-0.921222399,-0.556666474
1984-09-30,-2.137031246,1.497597377,-0.778183203,1.400335165,2.150695295,-2.003042427,-2.201659997,-0.968511229,-0.793116014,-0.808110148,-0.258006355,4.435699994,-1.745020968,-1.099944302
1984-10-31,2.688748113,-0.511316635,-2.010106962,0.751133648,0.859913953,0.883596733,-0.149621317,0.262121236,-0.502653149,-1.077576943,1.692736056,1.204247676,-2.251927625,-0.984972739
1984-11-30,-0.121150657,0.443220073,-0.343300095,1.445423117,0.737534973,4.6623169,-2.078902068,-0.15980902,-1.074774713,-0.056810355,1.282872433,0.677589195,-1.635555891,-0.535717048
1984-12-31,-0.706781907,-0.120504422,0.315634354,0.302777778,1.14808971,-1.079333627,-2.219183313,0.100554438,-1.068395341,-0.142280429,-0.632433859,2.468648336,-1.88234528,-0.592258638
1985-01-31,3.552268288,-1.649638603,-1.482214517,-2.333441408,0.893435496,-6.522319927,2.03884327,-0.095207222,-1.062128436,-1.092462767,0.356412332,1.780082851,-0.410111161,-0.640514415
1985-02-28,-2.136284994,0.741121961,1.641913649,-0.78081042,3.183812263,-3.504125154,-2.022477995,-0.127612771,0.093413397,1.840841305,-1.396837119,5.207345989,-2.359714379,-0.148072222
1985-03-31,0.177186401,0.287415064,-0.46937827,0.867827733,-6.546987677,0.29838372,2.660551547,-0.683326726,-0.195774546,-1.136891682,1.148849747,-6.683401306,-1.503593655,0.157945739
1985-04-30,-1.182663986,-1.354952053,-0.599337131,-0.050105253,0.953899826,0.60609334,1.470743177,0.138762348,-1.061134641,-0.022215893,1.328266292,1.073455858,-1.626050294,-1.11240163
1985-05-31,-0.797280878,0.788341331,-2.976615142,2.137838338,-1.175208506,-3.127810012,-2.999353644,-0.354968508,-1.055087616,-2.523257965,1.395110627,-0.662710507,-1.623843065,-1.02218169
1985-06-30,-1.349591291,-0.526794956,0.136647952,0.880318432,-1.491808189,2.732421904,-0.640553478,0.239539899,-0.761549381,0.808467345,-0.949209495,-0.966515734,-1.195642324,-1.160038799
1985-07-31,-0.313413655,-0.163303624,0.86914002,0.219244747,-3.315199957,-0.021704795,0.496210188,0.04052784,-1.046301711,0.774228518,-1.233912385,-3.44425389,-1.650525455,-0.876917279
1985-08-31,1.127068787,2.15972937,-0.785032654,1.107347577,0.041636328,1.314940677,-2.99705061,-0.059034632,-1.040519584,-1.035899261,0.648132932,1.191937713,-2.342821214,-0.915706022
1985-09-30,-1.349633242,3.817910616,0.316781879,3.227992373,-2.348499414,0.321041478,-6.369043997,0.737829656,-1.034832435,0.255936213,-0.335660447,-3.491660244,-1.743229677,-0.177421449
1985-10-31,0.972960728,2.420205163,-1.076481622,0.855955459,-1.431237044,-3.57599102,-4.907468712,0.336413835,-0.452552033,-0.688908252,0.536920105,-0.918346691,-2.441319655,-0.110998443
1985-11-30,-0.947827469,-0.354821722,-0.780906642,1.216491169,-3.877104014,-5.900785111,-1.378328679,0.368764455,-0.161086928,-0.7152719,0.203476002,-2.07434009,-1.999614177,1.06636938
1985-12-31,0.954731841,-4.565469716,-1.175340035,-1.039441135,-0.871366856,-4.852891389,5.100640941,-0.434466114,-0.160660385,-1.063030508,1.067386866,1.176842944,-2.29680498,0.476176286
1986-01-31,2.554918033,-7.114507075,0.817040726,0.632632448,-3.070570205,9.854244043,6.930379868,0.169799771,-0.451779782,0.68914094,-0.632055478,-2.087743097,-1.308576292,2.033684858
1986-02-28,0.170513366,-5.157969469,-1.590503094,3.988134623,-5.394133521,3.558936855,-0.812873898,-0.065795287,-2.177646117,-2.132660896,1.531621363,-4.399082542,-1.773897606,1.811661883
1986-03-31,4.262447211,-3.656888161,-2.187007768,1.269230911,-1.31755662,4.777025595,-0.5501052,0.00173617,-2.970697591,-0.825804545,2.54674286,2.528088991,-0.902256286,1.252235528
1986-04-30,-6.528991416,6.18270139,0.115507734,0.735590473,-2.920414489,-9.110187926,-5.515281896,-0.437053664,-2.631589723,0.389143206,1.692881233,-5.205604622,-1.650402484,0.640323973
1986-05-31,-0.687199751,-0.174135188,1.469684684,-3.290034887,2.803277988,-1.121790938,1.180469769,1.250999754,-0.669648784,1.39613077,-1.470511151,6.229337179,-1.575191666,0.889141347
1986-06-30,-2.020699305,-1.021185767,-1.000718471,3.76818346,-4.374021065,-3.478138774,-0.838183729,-0.979921048,-0.388207621,-2.317157902,0.078592273,-1.782934166,-1.645834719,-0.378907333
1986-07-31,-2.444642803,-4.170140069,0.823361121,0.556967226,-2.304478252,2.225124311,6.070169563,-0.840779412,-1.22325675,0.553052898,1.992967387,-0.216563814,-1.645959771,0.905796052
1986-08-31,-7.849158858,5.122469103,-1.47511969,-3.840953128,-2.282734073,-18.94549001,-0.333782052,1.552942659,-1.215685893,-0.801481177,0.190230071,-0.211348474,-0.857241686,1.763321038
1986-09-30,3.304563449,-1.610540872,1.815759147,-0.278872746,-1.274465277,16.07437255,3.790687448,-0.068406008,-0.373966759,1.570780021,-1.611894534,-0.936409402,-1.259395258,0.732320309
1986-10-31,-1.165069562,1.374182111,-0.897835733,0.305627196,2.40715905,-10.68092498,-1.877980691,-0.4058952,-0.931300361,-0.706190575,-0.018756167,1.678502773,-1.893373327,0.324434538
1986-11-30,-0.187461635,-0.955895069,-0.312826996,-0.17675314,-1.070124115,-3.281108928,-0.185593999,0.001340726,-0.927047881,-0.257833974,-0.060722438,-1.92843462,-1.035555724,-1.4416346
1986-12-31,-2.609928075,3.135073031,-0.020539512,-1.077781776,-0.340674815,-3.897969427,-1.024919856,-0.236194815,-0.364027801,0.347535687,-0.211862382,-1.31118524,-1.210232293,-0.124397034
1987-01-31,-4.039333229,0.126417931,-0.318026525,0.082053976,-5.408852883,-12.25350333,-1.502279718,1.491036859,-0.082220709,-0.219996835,-1.492124814,-3.402623863,-1.435102398,1.326512693
1987-02-28,3.051863589,-2.342370047,-0.208909186,0.171117208,-1.03178274,1.675796296,0.977107677,-0.783644165,-0.36351735,0.022271382,-0.942855908,-0.686255298,-1.298623934,-1.419324066
1987-03-31,-3.691103641,1.407388998,1.004047106,-1.96535846,-2.377105716,-1.393624595,-1.316770746,0.81241629,-0.362530989,1.032527402,-0.32993049,-2.269688157,-1.637110151,0.064958138
1987-04-30,-1.857498052,-0.703313001,2.388429426,-0.926347171,-4.243274694,-2.001960869,1.64801503,0.164939052,-0.361552618,1.038501251,-1.284687357,-1.18006854,-0.784973034,0.815138298
1987-05-31,1.888798579,-0.715568915,0.523397701,-2.790996513,1.864027117,2.861340781,1.812325802,0.572754741,-0.643456637,-0.185286535,-0.725154395,1.169285935,-0.181715366,0.775978457
1987-06-30,6.917227102,2.731260495,-1.456994496,-0.431866422,1.732973387,8.320691018,-5.15687146,0.059734112,-0.358023618,-0.089852728,1.108792582,0.263959295,-0.96723582,0.7895686
1987-07-31,4.394538682,0.751192622,0.112113618,-2.486765065,0.419906109,4.855478851,-1.305908578,0.025400285,-0.640952318,0.486445627,-0.632353509,1.592202997,-1.444733798,-0.086225164
1987-08-31,-0.713842371,0.114675383,1.218020427,1.479185944,-3.223989312,3.378225005,-4.634619601,0.607477341,-0.354548991,0.572301,-0.881115173,-2.325844052,-1.230744209,-0.777142387
1987-09-30,-0.852840447,-5.529420071,1.55590167,-4.876819474,2.474047063,-10.98834899,12.89568444,0.228437039,-0.638499314,1.201627173,-0.249904122,0.214168963,-0.848993717,1.485376691
1987-10-31,2.833265335,1.653545192,-1.591106516,4.444686965,2.183552439,16.04125482,5.606824666,0.227877281,-0.636413731,-1.960088393,2.795352464,-1.691709397,-0.441183044,2.131018967
1987-11-30,16.56499347,-4.985661394,-0.798303096,-4.516704279,1.643754236,15.06011465,11.37115949,-0.668455257,-0.634348477,0.413633342,1.594007176,-3.75425747,-0.678510502,1.925906387
1987-12-31,11.92454685,-2.432307231,-0.997382265,-2.053894065,-0.207957062,7.310163941,0.608234326,0.747673119,-0.917682009,-0.571543627,-1.139599358,-2.90537576,-0.780166962,0.495880943
1988-01-31,-8.959028899,4.251638332,-1.041432311,4.850398893,-0.333029532,-6.567268071,-9.648907528,-1.219816745,-0.628311401,-1.223359712,0.387148871,3.267564253,1.070229102,0.642056929
1988-02-29,-0.932300286,-0.762451419,-0.217432057,-0.44537518,0.477395255,-5.755882579,-1.902068416,-0.457317606,-0.912229069,0.615135152,-0.348819986,0.562976882,1.727759962,-0.724156314
1988-03-31,10.1543662,1.211079239,0.539679789,-2.628281424,-0.914576241,11.12281868,0.194551401,-0.559629869,-0.622396431,1.008106621,-1.694416165,-1.135234994,-0.711394807,-0.097623766
1988-04-30,-4.892838167,2.088554876,1.159333441,0.706967877,-0.681582868,-3.355960675,-3.912756837,0.411414937,0.241828181,0.194794477,-0.296879659,0.023731391,-0.663782366,-1.619586412
1988-05-31,1.42111757,-0.306698001,0.866121939,-1.379836379,0.871201143,3.034025465,0.434821356,-0.110112305,-0.622879297,0.659575663,-1.359456379,1.295031511,-0.186020584,0.088583158
1988-06-30,10.95856188,-1.758578794,-2.158808517,-2.127770151,4.486627588,6.678456692,0.34099274,1.311182328,-0.332763436,-1.053817272,1.230991466,4.307593722,-0.285729353,-0.072524208
1988-07-31,-2.959300088,-0.001812408,0.753729953,-0.572337983,0.766752802,-1.978581028,0.625393389,-0.393292269,-0.331940764,0.789528357,-0.389037602,1.825046429,0.09032665,-0.179138179
1988-08-31,7.055826476,-2.11276402,-0.087949772,-1.53341748,3.339221256,8.380147787,3.827982332,-0.774113893,-0.331124166,0.262592536,-0.727071254,1.949072866,-0.00415517,-1.387212428
1988-09-30,5.158209228,-1.267497082,-1.319007888,-0.123593064,1.303008283,2.796199215,-1.932188105,-0.528283864,-0.330313568,-1.076088648,0.0031352,0.323030509,1.0210962,-1.430407351
1988-10-31,11.44314715,-1.840165815,-1.781830387,-3.957745733,-0.217340721,1.625966795,4.52651988,0.310003483,-0.620022867,-0.242213902,-1.728614053,-2.531762392,-0.833633582,-0.794151454
1988-11-30,3.38579023,0.478619341,0.937050716,-1.965396336,-1.257993825,-1.118577476,1.781390264,0.064647892,-0.618144469,1.040775178,-1.228409772,-3.631680346,0.170563765,-0.679571159
1988-12-31,1.19854224,2.622208845,-0.215897825,-0.740995622,1.768397705,-3.356087604,-3.370499258,0.134563382,-0.61628306,-0.112058661,-0.038739931,2.258004937,-0.917004772,-0.783208137
1989-01-31,2.557651044,-1.328932676,-1.007380863,-2.591007812,3.06427881,-2.59422688,0.816213167,-0.462338037,-0.322710036,-0.694869601,0.154250193,3.832248097,-0.23470657,-0.906401885
1989-02-28,-1.81793834,3.1634918,1.351992633,1.233559505,-1.234275505,1.13832204,-4.421049799,-0.215135317,-0.614247015,0.927025816,-0.183146659,-0.16077196,0.549096587,-1.168942429
1989-03-31,1.207223323,6.456243471,-0.393771498,-0.055796119,1.898384802,0.436232944,-7.771436517,-0.917823093,-0.026648982,-0.381864062,-0.463782194,2.502001193,0.341484486,0.413653003
1989-04-30,4.770604648,3.408957508,-1.037392863,1.090544935,-0.40323875,6.244299061,-7.299006983,0.247510955,0.560582467,-0.515775365,1.316057765,0.093831018,-0.995804874,-0.848194482
1989-05-31,-4.09430359,0.627378481,-0.694692011,2.404316492,1.865863977,-1.690083115,-3.336005854,-1.02245399,-0.029042692,-0.597330703,0.317198775,4.63626641,0.909092896,-1.257003888
1989-06-30,-4.500456131,-2.40448498,-1.250587646,0.816525989,-0.907519331,-7.076964282,5.061728362,-0.701622975,-0.618175878,-0.844544678,1.429875746,0.545687136,-0.139292806,0.319314068
1989-07-31,2.642224172,-2.24993458,-1.068694788,0.353559628,-3.447334983,-1.937469907,-1.052993149,-0.487714558,-0.616369423,-0.151433342,0.130851836,-3.307542893,0.472414611,-0.256803186
1989-08-31,9.577756317,-0.988556673,0.366701666,-4.982236415,5.562183025,7.39776977,2.292937202,-0.274121118,-1.494823506,1.385538568,-0.154005805,3.194552106,-0.16805276,0.042980173
1989-09-30,-2.382018852,3.810087114,0.565261863,2.147052575,-2.805898634,0.562964316,-5.712228991,0.329711186,-0.900432209,-0.403249077,-0.217642619,-1.598437498,0.340840171,0.446114651
1989-10-31,-1.066085565,0.880351826,-0.882284591,3.03855438,-0.020628522,2.834048755,-1.016146132,0.293409544,-0.013633234,-0.97944588,0.32402141,0.979106495,-0.651108747,0.430205367
1989-11-30,-2.985530535,-1.46619932,0.166601336,0.072348323,-2.952332884,-5.149726283,3.296709262,0.007783986,-0.309140664,0.127106992,0.91847106,-0.063427982,0.490458097,0.015192028
1989-12-31,-1.760363014,3.966557389,0.770964106,-0.689508266,-0.558787908,-3.756110691,-5.68064365,0.221957426,-0.604200596,0.256913559,0.01833343,-1.598376214,-0.270183165,1.534742515
1990-01-31,-2.373688159,1.762071645,1.964827696,0.732843712,0.194692431,3.760382526,-0.621896785,-0.064690077,1.466323156,0.854838968,-2.299483595,1.665125896,-0.336971012,0.082066236
1990-02-28,6.916933929,-1.178210109,0.131078063,-1.493305741,2.493419459,7.901460615,1.439383424,0.687580971,-0.31167103,-0.247433718,-0.231345584,0.789813709,0.828745495,-0.087358208
1990-03-31,4.078783292,-2.437242034,-0.22487381,-4.489860431,5.796310474,-6.255171464,5.918408841,0.291352441,-0.014636904,0.349063496,-0.066772386,1.262105255,-0.565525882,0.886530156
1990-04-30,-1.196000173,0.474867983,1.750627456,2.188407082,-1.749641484,4.487777078,-2.450890711,0.039063447,-0.904117213,0.895088107,-0.707544123,-0.290730778,-0.610241486,-0.486568272
1990-05-31,0.581640343,-0.182103726,-1.287962389,0.21064544,-2.265952276,-3.880503688,-3.355575067,-0.177188424,-0.900783742,-1.453712888,0.512658629,-0.58053867,-0.485354662,-0.539766748
1990-06-30,3.823852804,-0.373104654,-0.703407295,0.800667824,0.517827232,5.092714811,-0.670199051,-0.10462171,0.289939237,0.01811187,0.63167896,-1.480183103,-1.074765642,-0.711010432
1990-07-31,3.589378066,4.150407079,-0.784455775,0.25209686,-1.810133207,3.980590353,-3.166572039,-0.934788423,-0.008439562,0.037055987,-0.351394043,-3.045254415,-0.110967992,0.116237573
1990-08-31,-0.897565184,4.92761241,1.06178861,-3.162320157,3.300066288,-2.891674021,4.092196182,-0.173005513,0.885378213,1.242219334,-0.790404459,-1.679524899,-0.305372681,1.204227991
1990-09-30,-4.578192025,5.777022266,-0.270471998,0.233866319,1.902836401,-8.212801798,1.485479718,-0.571108315,0.584675394,-0.684962723,0.855356645,0.249794123,1.140268379,0.872380076
1990-10-31,-0.257929624,-0.029232749,-0.38200808,3.17284286,-1.800207914,-7.656812884,-3.774384169,-0.460852354,0.583115667,-0.220507368,1.427017849,-0.723561744,0.220217041,1.951495711
1990-11-30,-1.441117018,-3.840925924,-0.798112621,1.260576409,-1.021511353,-2.044869793,3.854196856,-0.677498257,-0.913155658,-0.892672438,1.584545089,0.002133027,0.037951823,0.539520171
1990-12-31,4.703973275,-1.683185865,-0.506912993,-1.105831456,0.590072109,4.643802432,1.195135394,-0.16649215,-0.312438225,-0.141826623,0.457083304,1.15931708,0.118436528,0.041764322
1991-01-31,-2.537640105,-2.347722638,0.396519299,2.820477351,-2.198472059,1.749326946,-2.581888119,-0.567026087,-0.311764877,-0.004112168,-0.363936964,-0.777159994,0.359738457,-0.737008421
1991-02-28,2.962906603,-0.415555529,-0.105608606,-1.460766081,-0.720908382,3.009201929,-3.599802728,0.091526279,-1.209168769,0.152156927,-0.589476795,1.989220012,-0.209751534,-0.441425879
1991-03-31,0.274066138,1.823511688,-0.06391338,-0.75829301,4.253212016,2.730524032,-2.987109861,0.493671691,-1.500353066,-0.272838203,-1.648738538,6.300603634,-0.058627938,-0.444786456
1991-04-30,-0.808958998,1.344381124,-0.29907293,0.408229041,0.455941869,-2.014700534,-1.33931852,0.784968008,-0.897046878,0.162054071,-0.18171315,1.498736034,0.490982298,-1.248236229
1991-05-31,-2.57821821,1.373274035,0.391623672,1.438070233,-1.187109833,-0.44125079,-4.140817809,0.636222867,-0.296055596,0.044740665,-0.772954246,1.538752846,-0.139119786,-1.027195419
1991-06-30,3.504376973,-0.95802234,0.407613037,-0.317959347,2.835463684,7.76696421,3.070801756,2.121698694,-0.595214096,0.220537374,-0.481055651,2.64608698,-1.343925685,-0.126627587
1991-07-31,-1.828764919,1.934637919,-0.227846668,0.409311362,-1.707086329,-6.651088785,-3.692593366,0.111807789,-1.191813026,-0.164082619,-0.409386796,0.269799176,0.05357566,-0.629923219
1991-08-31,0.179983726,0.727152823,-1.027305748,0.97094448,0.816657209,-0.849587539,-2.065656137,0.841225977,-0.588599727,-0.823090292,0.790756011,-0.18840835,-0.89406431,-1.507685128
1991-09-30,-2.038397162,0.17989571,-0.648624222,2.219306968,-2.936777149,-5.080207607,0.349338533,0.729188851,-0.587090157,-0.444874098,1.062578968,-2.68733378,0.413546729,-0.578669731
1991-10-31,0.250399133,1.996317093,-0.280286271,0.209155645,0.068405066,-1.389265794,-2.651348093,-0.662187326,-1.184840758,0.232292313,0.459701466,1.188093524,-0.844733575,-0.852376788
1991-11-30,3.107370433,-1.316869424,-0.179575217,1.003438798,0.32872662,6.889898361,2.693945821,-1.315938728,-0.280168636,-0.132917976,0.482358656,-0.972415716,-0.508849806,-1.403616914
1991-12-31,-0.305604398,-0.837434528,-1.394867385,2.472820848,-3.418121757,-2.926702524,-4.088959677,-0.982406412,-0.580597095,-1.455760182,1.060510932,-2.519087003,-0.945459173,0.493252123
1992-01-31,2.871741192,1.118913225,1.359127125,-1.473345772,1.92193424,10.65141325,-2.378018221,0.190112107,-1.179804139,1.71377513,-0.520537358,2.675983525,0.704275467,0.430238756
1992-02-29,2.852738687,1.313651398,-0.237889482,0.096907473,1.160941566,3.973865994,-2.118836735,1.970994923,-0.874850939,-0.588772618,-1.693588705,1.192933077,-0.363044303,-1.381150234
1992-03-31,1.784756612,1.571800316,0.598168117,-0.3736509,2.683134923,3.384827768,-1.751806801,0.690958251,-0.269950572,0.550911548,-1.27544913,1.957495821,0.286125321,-1.374813535
1992-04-30,-0.588969033,0.055229571,-0.242632687,-1.543394593,0.938782825,-2.643779344,0.647221467,-0.732524191,-0.872493798,0.085064931,0.131604453,0.485941682,0.825236162,-0.120992199
1992-05-31,-1.683993967,0.170252131,-0.614675459,-0.181214995,-1.641829922,-4.448650885,0.329154877,1.128522128,-0.869652921,-0.741346717,0.205719101,-1.732350954,-0.213793166,-0.25179352
1992-06-30,0.625010457,-2.107937983,-0.546714712,0.680383804,-0.923579911,-1.956035998,4.982012733,-0.770636801,-0.565298376,-0.256396543,0.425603199,-2.968934357,0.007450673,-1.226025238
1992-07-31,0.645401266,-0.497703187,-1.469154842,0.637141034,-1.38144272,1.333312145,1.401211643,0.107412369,-0.563929711,-0.668397759,1.829561284,-1.10501406,2.203769063,-0.654286397
1992-08-31,-2.234001865,-1.558980686,0.02346769,-0.201106467,-0.354094363,-4.039065081,2.414023975,-0.185522245,-0.864889202,0.072262477,0.911341839,-1.641474796,-0.61612922,0.402873602
1992-09-30,-1.362110406,-0.241718109,-0.50966941,0.550624146,0.550435914,1.08593053,0.274092097,-1.353681205,-0.862134932,-0.342177549,1.448418672,2.852229941,2.421662879,-1.068143127
1992-10-31,-2.842143169,-0.55899647,1.235983438,-1.121857375,3.354322972,5.059232819,-0.582740939,0.222679913,-0.253600655,1.304012949,-0.335258039,6.177278004,1.318646327,0.65973851
1992-11-30,0.753901185,-1.399423623,0.178155246,-1.444374976,1.569119945,-2.27461781,0.596318496,1.209031709,-0.556819264,-0.253183848,-1.111225849,4.942019192,-0.504085053,-0.75502566
1992-12-31,0.903768016,-0.095656238,-0.555855267,-0.313415951,0.735980597,1.989856121,-0.524839375,0.217664003,-1.161707731,-0.821907751,-0.666097925,1.517403221,-0.606959772,-0.52320797
1993-01-31,-0.513690501,1.385322235,-1.035731991,0.79867797,0.718808759,-1.341410679,-1.470230099,0.583905727,-0.247051657,-0.486629471,0.493083327,1.112063965,0.358101836,-1.383243645
1993-02-28,-0.689860567,0.557514545,-0.876963695,0.046437863,0.477887107,-1.519753509,-1.526692415,-0.22548202,-0.854881136,-0.521036369,0.745445384,2.000676527,-0.984290559,0.677175621
1993-03-31,-2.433838024,0.084450267,0.26430002,0.058442884,-3.030088922,-4.413723564,-0.674858698,-0.629505703,-1.155423416,0.419242025,0.914792486,-0.881328112,-0.247848521,-0.074340692
1993-04-30,-1.998492688,1.037554035,0.132088511,1.762496265,-3.191468244,-1.454495586,-1.268858395,-1.21470451,-0.543755532,-0.069480243,-0.691872495,-1.87980851,-0.525843102,-0.005868362
1993-05-31,-1.800554458,-0.776182265,0.52235096,0.502428347,-2.197129144,0.094700654,0.340324007,0.370431846,-0.542508663,0.393402784,-0.410056872,0.517889946,0.195758562,-0.049940971
1993-06-30,3.495202031,-0.70903215,-1.448578723,0.116865963,2.324596055,6.830316585,0.019489554,-0.588549147,-1.149710514,-0.848741018,-0.227459992,4.267571098,-0.225313688,0.070830289
1993-07-31,-2.324709962,-3.566145286,0.328166079,-1.92317263,-1.700713081,5.371903193,5.146954091,0.224616805,-1.14502076,0.201212141,0.000486162,1.247952687,0.49873389,1.214478948
1993-08-31,-2.471019438,1.401225707,-1.085322046,1.150239284,-0.006715291,-3.643992965,-5.550228439,0.187232362,-0.836888696,-1.024804307,-1.477340853,-0.388647534,-0.305525355,0.476789558
1993-09-30,-3.538366794,1.250000339,0.357159672,1.527643658,0.149144902,-0.689591267,-2.721346957,0.03873731,-1.138078476,0.234294593,1.112936698,-0.060806727,1.048140589,-0.611887767
1993-10-31,3.08954181,-2.425446833,0.040848587,-1.279409633,-0.212520531,9.213105231,1.071275991,0.964768705,-0.220800739,0.073719582,0.117493948,1.079473629,-0.619826357,-0.582318274
1993-11-30,1.526773149,-1.722150197,1.205030518,-0.005727762,0.991846263,9.442515979,1.465656928,0.146625344,-0.525768404,0.805334031,-0.723696885,1.295803096,0.50315707,-0.26018193
1993-12-31,6.440783617,-0.434514851,0.303984016,-0.779048015,-1.455691601,11.70645463,-2.180707654,0.666314294,-0.829855661,-0.16311539,-0.488564124,-0.019558431,-0.733008385,2.230398473
1994-01-31,-0.278058231,-0.505703695,-0.736538492,-3.173910819,0.663867556,-6.388565717,0.833620252,0.14419128,-1.435581296,-0.412300241,-0.152442472,-1.103588363,-0.220123243,0.905499381
1994-02-28,-0.168976035,-1.007311173,1.834845965,-0.681265873,0.068594191,0.933941066,2.164773656,0.181208635,-0.516107082,1.217722367,-0.612098439,0.242627335,0.096383486,-0.256977102
1994-03-31,-2.10765053,-1.19444433,1.991894596,-1.063945036,0.417795685,-2.443563517,4.697031928,0.143554574,-0.514989975,0.933869253,-0.885448761,0.450425263,-0.402462382,0.567849754
1994-04-30,-1.65210253,0.871041474,0.674080804,-1.351166144,0.346251087,-8.282564953,-0.776548117,0.180701047,-1.12440217,0.030681039,-0.537804944,-0.60469371,-0.19229738,-0.402297513
1994-05-31,3.583180645,0.564327281,0.163320941,-1.316744655,-0.198371765,1.516969219,0.067793303,0.292743454,-0.815335183,0.321214462,-0.763509651,0.126639676,0.666600793,0.786144553
1994-06-30,0.818219339,2.75533806,0.203870461,1.456338376,-0.997768484,-5.216294771,-2.071812365,0.217182584,-0.507327552,0.304826965,0.785400158,-1.47186924,-1.0697083,-0.63543992
1994-07-31,1.422047838,1.941258239,-0.9040433,1.519171563,-0.961508694,-0.474803947,-4.574457005,-0.12144426,-0.506251964,-0.805377799,-0.313864184,-0.079368751,-0.916772795,-0.200670807
1994-08-31,5.128656218,-0.28709676,0.240851944,3.100476601,-2.078413348,8.423414011,-4.788484055,-0.196522929,-0.198203955,0.544014258,-0.183893974,-0.36708642,-0.743644903,1.033168121
1994-09-30,1.154860905,0.598152201,1.367373154,1.128273452,-1.140467733,3.162106017,-0.256162186,0.369368763,-0.812337544,0.956954473,0.721293751,-1.682515321,-0.457762597,-1.554004602
1994-10-31,3.848307108,1.59966535,-0.148800083,-1.158927515,0.271070435,-5.563993469,-1.388809581,0.142154856,-1.116495546,-0.005145154,-0.70268471,-2.201890566,-1.016977448,-0.342521236
1994-11-30,5.142100526,-2.5394571,0.040738235,-1.127269152,3.108808046,7.242530948,4.203139458,-0.085048056,-0.498960522,-0.033574882,-0.657381528,2.271505131,-1.12914417,1.552875173
1994-12-31,0.111621756,-1.967870005,-0.413753103,-1.45720252,0.451818838,-5.075645446,4.211831284,-1.180977668,-0.805382737,-0.26297854,-0.122360987,-0.392963726,-0.507832889,-1.048561337
1995-01-31,0.26389325,-2.517859666,-0.894754005,-0.329900564,0.739453674,-5.895737133,4.402710444,0.486889774,-0.495544178,-0.71695429,-0.327035738,-0.095123546,-0.641801777,0.50621003
1995-02-28,-7.910286004,2.088599404,-0.538212309,3.219491969,-3.275230922,-11.26082174,-3.158298476,-0.877704753,-0.494527467,-0.693229451,0.698854035,-0.893228678,0.040830871,0.262735378
1995-03-31,-0.570237364,-0.014168973,0.069382851,-0.246430156,-3.473125061,-4.090022271,0.958972953,-1.139298448,-0.801943498,0.418648986,0.847212935,-3.080390432,-0.265140975,-0.666778213
1995-04-30,-1.088454814,1.187161898,-0.338949401,0.426399641,-1.353634519,-2.544077502,-2.873940029,-0.22756643,-0.1820906,-0.192610979,0.300848021,-0.229973713,1.137763197,-0.404888
1995-05-31,1.513558462,0.369373146,-2.245935939,2.014065671,-0.372402534,2.930567629,-2.531097237,-1.812027482,-0.800469656,-1.410046273,0.472619062,0.89632371,0.749832779,0.024375689
1995-06-30,0.605345613,-3.636414755,0.237300622,-0.586045741,-0.827137661,4.178790417,3.709222648,-0.295992133,-0.798333753,0.547700106,1.096336617,-0.936314475,0.250405879,0.171383015
1995-07-31,-0.767818304,-1.116719606,0.920431926,-1.903059115,-1.070325899,-2.101635831,0.561289997,1.816031554,-1.104958682,0.422190085,-0.078046663,-0.692530855,-0.908029216,0.316113901
1995-08-31,-1.01870018,0.186910192,-0.401476864,-0.502115551,1.84638112,-0.53424516,0.544247935,-1.352956459,-0.792347321,-0.636562083,-0.035510651,2.798241321,-0.693529347,-1.156849536
1995-09-30,-1.539777684,-1.652607921,-0.053362322,-0.043676812,-1.739770236,-2.86486003,1.346746758,0.382784545,-1.099115414,-0.140525778,0.365379085,-1.291851727,-1.293551279,-0.937405504
1995-10-31,0.132661677,-1.061104053,-0.542113509,-0.317002269,0.294739806,-0.73310218,2.46954708,-0.523371151,-0.476977646,-0.229801047,-0.400997369,-0.77146891,-0.174468993,-1.437381395
1995-11-30,-1.311451975,-0.445444678,-0.751343642,-1.491743238,-0.06891932,-4.322493302,1.171693424,-0.29577911,-1.095067452,-0.539121873,0.177999011,1.410238553,-0.919709089,-0.9149804
1995-12-31,-2.572246075,3.863797276,-0.346599539,-0.50930113,-0.902357643,-6.424952264,-3.712122866,0.120942517,-1.091227282,0.009994935,0.291274596,-0.000173956,-0.482538028,1.349199853
1996-01-31,1.919161303,0.560904849,0.142290608,0.021243302,-0.905339096,4.195941037,-1.893156011,-0.258235931,0.151670984,-0.059060149,-0.03448272,1.942535244,-0.884786078,-0.456921393
1996-02-29,-2.258305326,1.450145957,1.760689781,-0.611976649,-0.86910003,-6.410298486,-1.273136536,0.159709589,-0.780148314,1.338632799,-0.080671905,-0.884789526,-0.962095936,-0.599431788
